"name","match_id","date","rank","round","match_minutes","sets","tournament","total_pts","winner","hand","avg_odds","max_odds","birthday","max(year)","experience"
"Gaston Gaudio","m_2000_F_70",2000-05-29,47,"2nd Round",79,0,"French Open",52,FALSE,"R",NA,NA,1978-12-09,2000,3
"Gaston Gaudio","m_2000_L_5",2000-06-26,41,"1st Round",86,0,"Wimbledon",59,FALSE,"R",NA,NA,1978-12-09,2000,4
"Gaston Gaudio","m_2000_U_10",2000-08-28,26,"1st Round",105,0,"US Open",78,FALSE,"R",NA,NA,1978-12-09,2000,5
"Gaston Gaudio","m_2001_A_30",2001-01-15,38,"1st Round",200,1,"Australian Open",141,FALSE,"R",NA,NA,1978-12-09,2001,6
"Gaston Gaudio","m_2001_F_29",2001-05-28,36,"1st Round",266,2,"French Open",186,FALSE,"R",NA,NA,1978-12-09,2001,7
"Gaston Gaudio","m_2001_L_6",2001-06-25,39,"1st Round",157,2,"Wimbledon",138,FALSE,"R",NA,NA,1978-12-09,2001,8
"Gaston Gaudio","m_2001_U_36",2001-08-27,53,"1st Round",142,0,"US Open",109,FALSE,"R",NA,NA,1978-12-09,2001,9
"Gaston Gaudio","m_2002_A_106",2002-01-14,47,"3rd Round",251,2,"Australian Open",152,FALSE,"R",NA,NA,1978-12-09,2002,10
"Gaston Gaudio","m_2002_A_22",2002-01-14,47,"1st Round",152,3,"Australian Open",133,TRUE,"R",NA,NA,1978-12-09,2002,11
"Gaston Gaudio","m_2002_A_73",2002-01-14,47,"2nd Round",195,3,"Australian Open",135,TRUE,"R",NA,NA,1978-12-09,2002,12
"Gaston Gaudio","m_2002_F_102",2002-05-27,34,"3rd Round",161,2,"French Open",120,TRUE,"R",NA,NA,1978-12-09,2002,13
"Gaston Gaudio","m_2002_F_116",2002-05-27,34,"4th Round",230,2,"French Open",154,FALSE,"R",NA,NA,1978-12-09,2002,14
"Gaston Gaudio","m_2002_F_19",2002-05-27,34,"1st Round",86,3,"French Open",93,TRUE,"R",NA,NA,1978-12-09,2002,15
"Gaston Gaudio","m_2002_F_74",2002-05-27,34,"2nd Round",146,3,"French Open",136,TRUE,"R",NA,NA,1978-12-09,2002,16
"Gaston Gaudio","m_2002_L_18",2002-06-24,28,"1st Round",87,3,"Wimbledon",98,TRUE,"R",NA,NA,1978-12-09,2002,17
"Gaston Gaudio","m_2002_L_95",2002-06-24,28,"2nd Round",173,2,"Wimbledon",148,FALSE,"R",NA,NA,1978-12-09,2002,18
"Gaston Gaudio","m_2002_U_102",2002-08-26,21,"3rd Round",84,0,"US Open",43,FALSE,"R",NA,NA,1978-12-09,2002,19
"Gaston Gaudio","m_2002_U_21",2002-08-26,21,"1st Round",130,3,"US Open",108,TRUE,"R",NA,NA,1978-12-09,2002,20
"Gaston Gaudio","m_2002_U_77",2002-08-26,21,"2nd Round",132,3,"US Open",124,TRUE,"R",NA,NA,1978-12-09,2002,21
"Gaston Gaudio","m_2003_A_21",2003-01-13,21,"1st Round",147,3,"Australian Open",118,TRUE,"R",NA,NA,1978-12-09,2003,22
"Gaston Gaudio","m_2003_A_90",2003-01-15,21,"2nd Round",172,1,"Australian Open",112,FALSE,"R",NA,NA,1978-12-09,2003,23
"Gaston Gaudio","m_2003_F_111",2003-01-06,22,"3rd Round",216,1,"French Open",142,FALSE,"R",NA,NA,1978-12-09,2003,24
"Gaston Gaudio","m_2003_F_44",2003-05-27,22,"1st Round",131,3,"French Open",99,TRUE,"R",NA,NA,1978-12-09,2003,25
"Gaston Gaudio","m_2003_F_92",2003-05-29,22,"2nd Round",138,3,"French Open",110,TRUE,"R",NA,NA,1978-12-09,2003,26
"Gaston Gaudio","m_2003_L_18",2003-06-23,26,"1st Round",126,1,"Wimbledon",104,FALSE,"R",NA,NA,1978-12-09,2003,27
"Gaston Gaudio","m_2003_U_49",2003-08-27,30,"1st Round",131,0,"US Open",83,FALSE,"R",NA,NA,1978-12-09,2003,28
"Gaston Gaudio","m_2004_A_15",2004-01-19,34,"1st Round",148,3,"Australian Open",116,TRUE,"R",NA,NA,1978-12-09,2004,29
"Gaston Gaudio","m_2004_A_75",2004-01-21,34,"2nd Round",87,0,"Australian Open",53,FALSE,"R",NA,NA,1978-12-09,2004,30
"Gaston Gaudio","m_2004_F_104",2004-05-29,44,"3rd Round",157,3,"French Open",130,TRUE,"R",NA,NA,1978-12-09,2004,31
"Gaston Gaudio","m_2004_F_117",2004-05-31,44,"4th Round",128,3,"French Open",99,TRUE,"R",NA,NA,1978-12-09,2004,32
"Gaston Gaudio","m_2004_F_122",2004-02-06,44,"Quarterfinals",116,3,"French Open",93,TRUE,"R",NA,NA,1978-12-09,2004,33
"Gaston Gaudio","m_2004_F_124",2004-04-06,44,"Semifinals",146,3,"French Open",111,TRUE,"R",NA,NA,1978-12-09,2004,34
"Gaston Gaudio","m_2004_F_126",2004-06-06,44,"The Final",211,3,"French Open",148,TRUE,"R",NA,NA,1978-12-09,2004,35
"Gaston Gaudio","m_2004_F_63",2004-05-26,44,"1st Round",219,3,"French Open",152,TRUE,"R",NA,NA,1978-12-09,2004,36
"Gaston Gaudio","m_2004_F_91",2004-05-27,44,"2nd Round",212,3,"French Open",157,TRUE,"R",NA,NA,1978-12-09,2004,37
"Gaston Gaudio","m_2004_U_19",2004-08-31,10,"1st Round",197,3,"US Open",140,TRUE,"R",NA,NA,1978-12-09,2004,38
"Gaston Gaudio","m_2004_U_65",2004-02-09,10,"2nd Round",150,1,"US Open",114,FALSE,"R",NA,NA,1978-12-09,2004,39
"Gaston Gaudio","m_2005_A_66",2005-01-19,10,"2nd Round",180,3,"Australian Open",137,TRUE,"R",NA,NA,1978-12-09,2005,40
"Gaston Gaudio","m_2005_A_8",2005-01-17,10,"1st Round",135,3,"Australian Open",108,TRUE,"R",NA,NA,1978-12-09,2005,41
"Gaston Gaudio","m_2005_A_96",2005-01-21,10,"3rd Round",261,2,"Australian Open",192,FALSE,"R",NA,NA,1978-12-09,2005,42
"Gaston Gaudio","m_2005_F_114",2005-05-30,6,"4th Round",245,2,"French Open",177,FALSE,"R",NA,NA,1978-12-09,2005,43
"Gaston Gaudio","m_2005_F_24",2005-05-23,6,"1st Round",127,3,"French Open",102,TRUE,"R",NA,NA,1978-12-09,2005,44
"Gaston Gaudio","m_2005_F_98",2005-05-27,6,"3rd Round",150,3,"French Open",109,TRUE,"R",NA,NA,1978-12-09,2005,45
"Gaston Gaudio","m_2005_U_1",2005-08-29,9,"1st Round",147,0,"US Open",104,FALSE,"R",NA,NA,1978-12-09,2005,46
"Gaston Gaudio","m_2006_A_1",2006-01-16,10,"1st Round",56,1,"Australian Open",55,TRUE,"R",NA,NA,1978-12-09,2006,47
"Gaston Gaudio","m_2006_A_67",2006-01-18,10,"2nd Round",118,3,"Australian Open",93,TRUE,"R",NA,NA,1978-12-09,2006,48
"Gaston Gaudio","m_2006_A_96",2006-01-20,10,"3rd Round",227,2,"Australian Open",152,FALSE,"R",NA,NA,1978-12-09,2006,49
"Gaston Gaudio","m_2006_F_100",2006-02-06,10,"3rd Round",195,3,"French Open",133,TRUE,"R",NA,NA,1978-12-09,2006,50
"Gaston Gaudio","m_2006_F_112",2006-04-06,10,"4th Round",170,1,"French Open",107,FALSE,"R",NA,NA,1978-12-09,2006,51
"Gaston Gaudio","m_2006_F_18",2006-05-29,10,"1st Round",92,3,"French Open",88,TRUE,"R",NA,NA,1978-12-09,2006,52
"Gaston Gaudio","m_2006_F_70",2006-05-31,10,"2nd Round",212,3,"French Open",159,TRUE,"R",NA,NA,1978-12-09,2006,53
"Gaston Gaudio","m_2006_L_44",2006-06-28,12,"1st Round",161,3,"Wimbledon",140,TRUE,"R",NA,NA,1978-12-09,2006,54
"Gaston Gaudio","m_2006_L_81",2006-06-29,12,"2nd Round",87,0,"Wimbledon",61,FALSE,"R",NA,NA,1978-12-09,2006,55
"Gaston Gaudio","m_2006_U_107",2006-04-09,24,"3rd Round",196,2,"US Open",137,FALSE,"R",NA,NA,1978-12-09,2006,56
"Gaston Gaudio","m_2006_U_53",2006-08-30,24,"1st Round",106,3,"US Open",96,TRUE,"R",NA,NA,1978-12-09,2006,57
"Gaston Gaudio","m_2006_U_90",2006-01-09,24,"2nd Round",122,3,"US Open",121,TRUE,"R",NA,NA,1978-12-09,2006,58
"Gaston Gaudio","m_2007_A_45",2007-01-16,34,"1st Round",121,1,"Australian Open",79,FALSE,"R",NA,NA,1978-12-09,2007,59
"Gaston Gaudio","m_2007_F_43",2007-05-29,72,"1st Round",197,3,"French Open",144,TRUE,"R",NA,NA,1978-12-09,2007,60
"Gaston Gaudio","m_2007_F_79",2007-05-31,72,"2nd Round",208,2,"French Open",131,FALSE,"R",NA,NA,1978-12-09,2007,61
"Gaston Gaudio","m_2009_F_13",2009-05-24,357,"1st Round",112,0,"French Open",69,FALSE,"R",NA,NA,1978-12-09,2009,62
"Geoffrey Blancaneaux","m_2017_U_34",2017-08-30,331,"1st Round",109,0,"US Open",51,FALSE,"R",8.91,12,1998-08-08,2017,1
"George Bastl","m_2000_A_29",2000-01-17,78,"1st Round",168,1,"Australian Open",128,FALSE,"R",NA,NA,1975-04-01,2000,1
"George Bastl","m_2000_F_52",2000-05-29,76,"1st Round",133,1,"French Open",99,FALSE,"R",NA,NA,1975-04-01,2000,2
"George Bastl","m_2000_L_56",2000-06-26,73,"1st Round",100,0,"Wimbledon",68,FALSE,"R",NA,NA,1975-04-01,2000,3
"George Bastl","m_2000_U_19",2000-08-28,74,"1st Round",146,1,"US Open",104,FALSE,"R",NA,NA,1975-04-01,2000,4
"George Bastl","m_2001_A_6",2001-01-15,108,"1st Round",124,0,"Australian Open",83,FALSE,"R",NA,NA,1975-04-01,2001,5
"George Bastl","m_2001_U_2",2001-08-27,120,"1st Round",111,3,"US Open",99,TRUE,"R",NA,NA,1975-04-01,2001,6
"George Bastl","m_2001_U_77",2001-08-27,120,"2nd Round",177,2,"US Open",128,FALSE,"R",NA,NA,1975-04-01,2001,7
"George Bastl","m_2002_L_105",2002-06-24,145,"3rd Round",97,0,"Wimbledon",53,FALSE,"R",NA,NA,1975-04-01,2002,8
"George Bastl","m_2002_L_3",2002-06-24,145,"1st Round",133,3,"Wimbledon",118,TRUE,"R",NA,NA,1975-04-01,2002,9
"George Bastl","m_2002_L_65",2002-06-24,145,"2nd Round",195,3,"Wimbledon",148,TRUE,"R",NA,NA,1975-04-01,2002,10
"George Bastl","m_2005_L_31",2005-06-21,146,"1st Round",100,0,"Wimbledon",60,FALSE,"R",NA,NA,1975-04-01,2005,11
"George Bastl","m_2005_U_13",2005-08-29,119,"1st Round",269,2,"US Open",183,FALSE,"R",NA,NA,1975-04-01,2005,12
"George Bastl","m_2006_U_58",2006-08-31,142,"1st Round",185,1,"US Open",120,FALSE,"R",NA,NA,1975-04-01,2006,13
"Gerald Melzer","m_2016_F_31",2016-05-24,129,"1st Round",137,1,"French Open",99,FALSE,"L",2.58,2.65,1990-07-13,2016,1
"Gerald Melzer","m_2017_A_0",2017-01-16,87,"1st Round",222,2,"Australian Open",158,FALSE,"L",1.54,1.6,1990-07-13,2017,2
"Gerald Melzer","m_2018_A_21",2018-01-15,102,"1st Round",139,1,"Australian Open",101,FALSE,"L",2.59,2.76,1990-07-13,2018,3
"Germain Gigounon","m_2015_F_58",2015-05-26,209,"1st Round",104,0,"French Open",55,FALSE,"R",13.66,22,1989-04-20,2015,1
"German Puentes","m_2001_A_17",2001-01-15,91,"1st Round",131,1,"Australian Open",103,FALSE,"R",NA,NA,1972-12-18,2001,1
"German Puentes","m_2001_L_44",2001-06-25,99,"1st Round",106,3,"Wimbledon",109,TRUE,"R",NA,NA,1972-12-18,2001,2
"German Puentes","m_2001_L_69",2001-06-25,99,"2nd Round",112,0,"Wimbledon",81,FALSE,"R",NA,NA,1972-12-18,2001,3
"German Puentes","m_2001_U_26",2001-08-27,116,"1st Round",61,0,"US Open",40,FALSE,"R",NA,NA,1972-12-18,2001,4
"Gianluca Pozzi","m_2000_A_48",2000-01-17,82,"1st Round",176,3,"Australian Open",148,TRUE,"L",NA,NA,1965-06-17,2000,1
"Gianluca Pozzi","m_2000_A_77",2000-01-17,82,"2nd Round",119,0,"Australian Open",81,FALSE,"L",NA,NA,1965-06-17,2000,2
"Gianluca Pozzi","m_2000_F_50",2000-05-29,72,"1st Round",95,0,"French Open",51,FALSE,"L",NA,NA,1965-06-17,2000,3
"Gianluca Pozzi","m_2000_L_106",2000-06-26,64,"3rd Round",167,3,"Wimbledon",122,TRUE,"L",NA,NA,1965-06-17,2000,4
"Gianluca Pozzi","m_2000_L_113",2000-06-26,64,"4th Round",164,1,"Wimbledon",121,FALSE,"L",NA,NA,1965-06-17,2000,5
"Gianluca Pozzi","m_2000_L_47",2000-06-26,64,"1st Round",116,3,"Wimbledon",116,TRUE,"L",NA,NA,1965-06-17,2000,6
"Gianluca Pozzi","m_2000_L_86",2000-06-26,64,"2nd Round",141,3,"Wimbledon",112,TRUE,"L",NA,NA,1965-06-17,2000,7
"Gianluca Pozzi","m_2000_U_50",2000-08-28,49,"1st Round",109,3,"US Open",93,TRUE,"L",NA,NA,1965-06-17,2000,8
"Gianluca Pozzi","m_2000_U_92",2000-08-28,49,"2nd Round",188,2,"US Open",128,FALSE,"L",NA,NA,1965-06-17,2000,9
"Gianluca Pozzi","m_2001_A_44",2001-01-15,43,"1st Round",176,3,"Australian Open",136,TRUE,"L",NA,NA,1965-06-17,2001,10
"Gianluca Pozzi","m_2001_A_77",2001-01-15,43,"2nd Round",148,0,"Australian Open",99,FALSE,"L",NA,NA,1965-06-17,2001,11
"Gianluca Pozzi","m_2001_F_16",2001-05-28,60,"1st Round",141,0,"French Open",103,FALSE,"L",NA,NA,1965-06-17,2001,12
"Gianluca Pozzi","m_2001_L_29",2001-06-25,74,"1st Round",101,0,"Wimbledon",71,FALSE,"L",NA,NA,1965-06-17,2001,13
"Gianluca Pozzi","m_2001_U_5",2001-08-27,108,"1st Round",201,2,"US Open",160,FALSE,"L",NA,NA,1965-06-17,2001,14
"Gianni Mina","m_2010_F_60",2010-05-25,655,"1st Round",143,0,"French Open",72,FALSE,"R",18.96,34,1992-02-09,2010,1
"Gilles Elseneer","m_2003_L_34",2003-06-24,160,"1st Round",153,3,"Wimbledon",129,TRUE,"R",NA,NA,1978-03-06,2003,1
"Gilles Elseneer","m_2003_L_80",2003-06-26,160,"2nd Round",120,1,"Wimbledon",112,FALSE,"R",NA,NA,1978-03-06,2003,2
"Gilles Elseneer","m_2004_F_61",2004-05-25,100,"1st Round",198,3,"French Open",164,TRUE,"R",NA,NA,1978-03-06,2004,3
"Gilles Elseneer","m_2004_F_88",2004-05-27,100,"2nd Round",89,0,"French Open",68,FALSE,"R",NA,NA,1978-03-06,2004,4
"Gilles Elseneer","m_2004_L_7",2004-06-21,99,"1st Round",141,3,"Wimbledon",134,TRUE,"R",NA,NA,1978-03-06,2004,5
"Gilles Elseneer","m_2004_L_94",2004-06-25,99,"2nd Round",155,1,"Wimbledon",127,FALSE,"R",NA,NA,1978-03-06,2004,6
"Gilles Elseneer","m_2004_U_34",2004-08-31,108,"1st Round",161,1,"US Open",126,FALSE,"R",NA,NA,1978-03-06,2004,7
"Gilles Elseneer","m_2005_L_49",2005-06-21,191,"1st Round",104,3,"Wimbledon",110,TRUE,"R",NA,NA,1978-03-06,2005,8
"Gilles Elseneer","m_2005_L_82",2005-06-23,191,"2nd Round",171,1,"Wimbledon",143,FALSE,"R",NA,NA,1978-03-06,2005,9
"Gilles Elseneer","m_2005_U_11",2005-08-29,181,"1st Round",120,0,"US Open",76,FALSE,"R",NA,NA,1978-03-06,2005,10
"Gilles Muller","m_2004_A_24",2004-01-19,175,"1st Round",103,0,"Australian Open",77,FALSE,"L",NA,NA,1983-05-09,2004,1
"Gilles Muller","m_2005_A_39",2005-01-18,70,"1st Round",89,0,"Australian Open",62,FALSE,"L",NA,NA,1983-05-09,2005,2
"Gilles Muller","m_2005_F_41",2005-05-24,69,"1st Round",94,0,"French Open",64,FALSE,"L",NA,NA,1983-05-09,2005,3
"Gilles Muller","m_2005_L_110",2005-06-25,69,"3rd Round",101,0,"Wimbledon",83,FALSE,"L",NA,NA,1983-05-09,2005,4
"Gilles Muller","m_2005_L_56",2005-06-21,69,"1st Round",47,0,"Wimbledon",31,TRUE,"L",NA,NA,1983-05-09,2005,5
"Gilles Muller","m_2005_L_86",2005-06-23,69,"2nd Round",148,3,"Wimbledon",120,TRUE,"L",NA,NA,1983-05-09,2005,6
"Gilles Muller","m_2005_U_55",2005-08-31,68,"1st Round",125,3,"US Open",111,TRUE,"L",NA,NA,1983-05-09,2005,7
"Gilles Muller","m_2005_U_70",2005-01-09,68,"2nd Round",79,0,"US Open",49,FALSE,"L",NA,NA,1983-05-09,2005,8
"Gilles Muller","m_2006_A_30",2006-01-16,71,"1st Round",196,3,"Australian Open",178,TRUE,"L",NA,NA,1983-05-09,2006,9
"Gilles Muller","m_2006_A_73",2006-01-18,71,"2nd Round",155,1,"Australian Open",125,FALSE,"L",NA,NA,1983-05-09,2006,10
"Gilles Muller","m_2006_F_27",2006-05-29,66,"1st Round",103,0,"French Open",68,FALSE,"L",NA,NA,1983-05-09,2006,11
"Gilles Muller","m_2006_L_37",2006-06-27,66,"1st Round",129,0,"Wimbledon",93,FALSE,"L",NA,NA,1983-05-09,2006,12
"Gilles Muller","m_2006_U_52",2006-08-30,91,"1st Round",98,0,"US Open",80,FALSE,"L",NA,NA,1983-05-09,2006,13
"Gilles Muller","m_2007_A_45",2007-01-16,116,"1st Round",121,3,"Australian Open",112,TRUE,"L",NA,NA,1983-05-09,2007,14
"Gilles Muller","m_2007_A_93",2007-01-18,116,"2nd Round",101,0,"Australian Open",70,FALSE,"L",NA,NA,1983-05-09,2007,15
"Gilles Muller","m_2007_L_29",2007-06-26,156,"1st Round",101,1,"Wimbledon",95,TRUE,"L",NA,NA,1983-05-09,2007,16
"Gilles Muller","m_2007_L_80",2007-06-28,156,"2nd Round",161,1,"Wimbledon",132,FALSE,"L",NA,NA,1983-05-09,2007,17
"Gilles Muller","m_2008_U_104",2008-08-31,130,"3rd Round",234,3,"US Open",175,TRUE,"L",NA,NA,1983-05-09,2008,18
"Gilles Muller","m_2008_U_117",2008-02-09,130,"4th Round",187,3,"US Open",138,TRUE,"L",NA,NA,1983-05-09,2008,19
"Gilles Muller","m_2008_U_122",2008-04-09,130,"Quarterfinals",144,0,"US Open",107,FALSE,"L",NA,NA,1983-05-09,2008,20
"Gilles Muller","m_2008_U_36",2008-08-26,130,"1st Round",136,3,"US Open",124,TRUE,"L",NA,NA,1983-05-09,2008,21
"Gilles Muller","m_2008_U_81",2008-08-29,130,"2nd Round",191,3,"US Open",138,TRUE,"L",NA,NA,1983-05-09,2008,22
"Gilles Muller","m_2009_A_79",2009-01-21,87,"2nd Round",118,3,"Australian Open",120,TRUE,"L",NA,NA,1983-05-09,2009,23
"Gilles Muller","m_2009_A_8",2009-01-19,87,"1st Round",262,3,"Australian Open",199,TRUE,"L",NA,NA,1983-05-09,2009,24
"Gilles Muller","m_2009_A_96",2009-01-23,87,"3rd Round",203,1,"Australian Open",137,FALSE,"L",NA,NA,1983-05-09,2009,25
"Gilles Muller","m_2009_F_16",2009-05-25,79,"1st Round",112,0,"French Open",67,FALSE,"L",NA,NA,1983-05-09,2009,26
"Gilles Muller","m_2009_L_14",2009-06-22,89,"1st Round",126,1,"Wimbledon",101,FALSE,"L",NA,NA,1983-05-09,2009,27
"Gilles Muller","m_2011_A_52",2011-01-18,122,"1st Round",134,3,"Australian Open",109,TRUE,"L",1.39,1.45,1983-05-09,2011,28
"Gilles Muller","m_2011_A_92",2011-01-20,122,"2nd Round",105,0,"Australian Open",61,FALSE,"L",14.84,30.25,1983-05-09,2011,29
"Gilles Muller","m_2011_L_100",2011-06-25,92,"3rd Round",144,0,"Wimbledon",88,FALSE,"L",13.57,22,1983-05-09,2011,30
"Gilles Muller","m_2011_L_4",2011-06-20,92,"1st Round",162,3,"Wimbledon",135,TRUE,"L",1.68,1.74,1983-05-09,2011,31
"Gilles Muller","m_2011_L_75",2011-06-22,92,"2nd Round",24,0,"Wimbledon",15,TRUE,"L",3.18,3.6,1983-05-09,2011,32
"Gilles Muller","m_2011_U_105",2011-04-09,68,"3rd Round",115,3,"US Open",96,TRUE,"L",1.51,1.61,1983-05-09,2011,33
"Gilles Muller","m_2011_U_118",2011-08-09,68,"4th Round",128,0,"US Open",66,FALSE,"L",9.89,14.25,1983-05-09,2011,34
"Gilles Muller","m_2011_U_35",2011-08-30,68,"1st Round",154,3,"US Open",119,TRUE,"L",1.56,1.62,1983-05-09,2011,35
"Gilles Muller","m_2011_U_82",2011-02-09,68,"2nd Round",228,3,"US Open",150,TRUE,"L",3.54,4,1983-05-09,2011,36
"Gilles Muller","m_2012_A_12",2012-01-16,55,"1st Round",123,0,"Australian Open",73,FALSE,"L",4.33,5.46,1983-05-09,2012,37
"Gilles Muller","m_2012_F_73",2012-05-30,54,"2nd Round",171,1,"French Open",105,FALSE,"L",8.78,11,1983-05-09,2012,38
"Gilles Muller","m_2012_F_9",2012-05-27,54,"1st Round",217,3,"French Open",164,TRUE,"L",1.86,1.98,1983-05-09,2012,39
"Gilles Muller","m_2012_L_0",2012-06-25,53,"1st Round",124,0,"Wimbledon",88,FALSE,"L",2,2.1,1983-05-09,2012,40
"Gilles Muller","m_2012_U_46",2012-08-29,53,"1st Round",263,3,"US Open",168,TRUE,"L",3.42,4.1,1983-05-09,2012,41
"Gilles Muller","m_2012_U_84",2012-08-31,53,"2nd Round",275,2,"US Open",188,FALSE,"L",2.39,2.75,1983-05-09,2012,42
"Gilles Muller","m_2013_A_25",2013-01-14,69,"1st Round",119,0,"Australian Open",84,FALSE,"L",2.47,2.88,1983-05-09,2013,43
"Gilles Muller","m_2013_F_5",2013-05-26,84,"1st Round",116,0,"French Open",75,FALSE,"L",4.12,4.5,1983-05-09,2013,44
"Gilles Muller","m_2014_L_53",2014-06-24,103,"1st Round",136,3,"Wimbledon",113,TRUE,"L",2.03,2.1,1983-05-09,2014,45
"Gilles Muller","m_2014_L_92",2014-06-26,103,"2nd Round",94,0,"Wimbledon",66,FALSE,"L",9.58,12,1983-05-09,2014,46
"Gilles Muller","m_2014_U_21",2014-08-25,68,"1st Round",258,2,"US Open",176,FALSE,"L",1.48,1.56,1983-05-09,2014,47
"Gilles Muller","m_2015_A_109",2015-01-24,42,"3rd Round",133,3,"Australian Open",112,TRUE,"L",2.45,2.6,1983-05-09,2015,48
"Gilles Muller","m_2015_A_119",2015-01-26,42,"4th Round",128,0,"Australian Open",89,FALSE,"L",14.37,21,1983-05-09,2015,49
"Gilles Muller","m_2015_A_48",2015-01-20,42,"1st Round",143,3,"Australian Open",123,TRUE,"L",1.5,1.68,1983-05-09,2015,50
"Gilles Muller","m_2015_A_88",2015-01-22,42,"2nd Round",153,3,"Australian Open",112,TRUE,"L",2.69,2.86,1983-05-09,2015,51
"Gilles Muller","m_2015_F_63",2015-05-27,55,"1st Round",242,3,"French Open",175,TRUE,"L",1.74,1.97,1983-05-09,2015,52
"Gilles Muller","m_2015_F_89",2015-05-28,55,"2nd Round",106,0,"French Open",63,FALSE,"L",27.22,81,1983-05-09,2015,53
"Gilles Muller","m_2015_L_36",2015-06-30,44,"1st Round",0,2,"Wimbledon",162,FALSE,"L",2.73,3,1983-05-09,2015,54
"Gilles Muller","m_2015_U_50",2015-01-09,44,"1st Round",0,1,"US Open",113,FALSE,"L",1.15,1.18,1983-05-09,2015,55
"Gilles Muller","m_2016_A_38",2016-01-19,38,"1st Round",239,3,"Australian Open",189,TRUE,"L",1.74,1.81,1983-05-09,2016,56
"Gilles Muller","m_2016_A_90",2016-01-21,38,"2nd Round",218,2,"Australian Open",158,FALSE,"L",1.27,1.31,1983-05-09,2016,57
"Gilles Muller","m_2016_F_49",2016-05-24,42,"1st Round",117,0,"French Open",86,FALSE,"L",2.99,3.25,1983-05-09,2016,58
"Gilles Muller","m_2016_L_51",2016-06-28,39,"1st Round",255,3,"Wimbledon",202,TRUE,"L",1.08,1.12,1983-05-09,2016,59
"Gilles Muller","m_2016_L_76",2016-06-30,39,"2nd Round",103,0,"Wimbledon",70,FALSE,"L",1.6,1.66,1983-05-09,2016,60
"Gilles Muller","m_2016_U_11",2016-08-29,37,"1st Round",125,0,"US Open",80,FALSE,"L",4.26,5.42,1983-05-09,2016,61
"Gilles Muller","m_2017_A_47",2017-01-17,28,"1st Round",134,3,"Australian Open",112,TRUE,"L",1.35,1.4,1983-05-09,2017,62
"Gilles Muller","m_2017_A_88",2017-01-19,28,"2nd Round",119,0,"Australian Open",86,FALSE,"L",4.23,4.65,1983-05-09,2017,63
"Gilles Muller","m_2017_F_1",2017-05-28,27,"1st Round",207,1,"French Open",118,FALSE,"L",1.45,1.46,1983-05-09,2017,64
"Gilles Muller","m_2017_L_116",2017-10-07,26,"4th Round",288,3,"Wimbledon",191,TRUE,"L",7.05,8.75,1983-05-09,2017,65
"Gilles Muller","m_2017_L_120",2017-12-07,26,"Quarterfinals",209,2,"Wimbledon",147,FALSE,"L",4.63,5.35,1983-05-09,2017,66
"Gilles Muller","m_2017_L_25",2017-03-07,26,"1st Round",115,3,"Wimbledon",105,TRUE,"L",1.13,1.15,1983-05-09,2017,67
"Gilles Muller","m_2017_L_65",2017-05-07,26,"2nd Round",217,3,"Wimbledon",185,TRUE,"L",1.13,1.17,1983-05-09,2017,68
"Gilles Muller","m_2017_L_97",2017-07-07,26,"3rd Round",147,3,"Wimbledon",120,TRUE,"L",1.38,1.42,1983-05-09,2017,69
"Gilles Muller","m_2017_U_22",2017-08-28,23,"1st Round",153,3,"US Open",135,TRUE,"L",1.25,1.29,1983-05-09,2017,70
"Gilles Muller","m_2017_U_65",2017-08-30,23,"2nd Round",208,1,"US Open",133,FALSE,"L",1.21,1.24,1983-05-09,2017,71
"Gilles Muller","m_2018_A_6",2018-01-15,28,"1st Round",149,3,"Australian Open",111,TRUE,"L",1.25,1.28,1983-05-09,2018,72
"Gilles Muller","m_2018_A_65",2018-01-17,28,"2nd Round",242,3,"Australian Open",174,TRUE,"L",1.11,1.15,1983-05-09,2018,73
"Gilles Muller","m_2018_A_97",2018-01-19,28,"3rd Round",198,1,"Australian Open",136,FALSE,"L",2.31,2.49,1983-05-09,2018,74
"Gilles Muller","m_2018_F_20",2018-05-28,34,"1st Round",172,1,"French Open",109,FALSE,"L",2.83,3,1983-05-09,2018,75
"Gilles Muller","m_2018_L_6",2018-02-07,60,"1st Round",205,3,"Wimbledon",155,TRUE,"L",1.28,1.32,1983-05-09,2018,76
"Gilles Muller","m_2018_L_77",2018-05-07,60,"2nd Round",149,0,"Wimbledon",115,FALSE,"L",2.83,3,1983-05-09,2018,77
"Gilles Muller","m_2018_U_2",2018-08-27,127,"1st Round",256,2,"US Open",169,FALSE,"L",1.64,1.72,1983-05-09,2018,78
"Gilles Simon","m_2005_F_23",2005-05-23,113,"1st Round",131,1,"French Open",106,FALSE,"R",NA,NA,1984-12-27,2005,1
"Gilles Simon","m_2006_A_101",2006-01-20,123,"3rd Round",91,0,"Australian Open",65,FALSE,"R",NA,NA,1984-12-27,2006,2
"Gilles Simon","m_2006_A_25",2006-01-16,123,"1st Round",253,3,"Australian Open",180,TRUE,"R",NA,NA,1984-12-27,2006,3
"Gilles Simon","m_2006_A_76",2006-01-18,123,"2nd Round",150,3,"Australian Open",135,TRUE,"R",NA,NA,1984-12-27,2006,4
"Gilles Simon","m_2006_F_43",2006-05-30,47,"1st Round",115,0,"French Open",70,FALSE,"R",NA,NA,1984-12-27,2006,5
