name,match_id,rank,round,match_minutes,sets,tournament,total_pts,winner,hand,avg_odds,max_odds,birthday,max(year),experience
Florent Serra,m_2012_A_67,156,2nd Round,121,0,Australian Open,68,FALSE,R,2.65,2.9,2/28/1981,2012,47
Florent Serra,m_2012_F_18,156,1st Round,18,0,French Open,21,TRUE,R,2.38,3.69,2/28/1981,2012,48
Florent Serra,m_2012_F_76,156,2nd Round,159,0,French Open,101,FALSE,R,2.66,2.85,2/28/1981,2012,49
Florent Serra,m_2012_L_41,137,1st Round,184,3,Wimbledon,160,TRUE,R,2.56,2.75,2/28/1981,2012,50
Florent Serra,m_2012_L_79,137,2nd Round,105,0,Wimbledon,68,FALSE,R,5.65,6.96,2/28/1981,2012,51
Florent Serra,m_2012_U_58,116,1st Round,154,0,US Open,98,FALSE,R,14.27,24,2/28/1981,2012,52
Florent Serra,m_2013_F_52,131,1st Round,99,0,French Open,75,FALSE,R,4.26,4.95,2/28/1981,2013,53
Florent Serra,m_2013_U_4,206,1st Round,158,1,US Open,123,FALSE,R,5.52,7.5,2/28/1981,2013,54
Florian Mayer,m_2004_A_49,219,1st Round,90,3,Australian Open,96,TRUE,R,NA,NA,10/5/1983,2004,1
Florian Mayer,m_2004_A_84,219,2nd Round,94,0,Australian Open,73,FALSE,R,NA,NA,10/5/1983,2004,2
Florian Mayer,m_2004_F_17,75,1st Round,145,3,French Open,147,TRUE,R,NA,NA,10/5/1983,2004,3
Florian Mayer,m_2004_F_70,75,2nd Round,104,0,French Open,76,FALSE,R,NA,NA,10/5/1983,2004,4
Florian Mayer,m_2004_L_100,66,3rd Round,110,3,Wimbledon,113,TRUE,R,NA,NA,10/5/1983,2004,5
Florian Mayer,m_2004_L_113,66,4th Round,138,3,Wimbledon,132,TRUE,R,NA,NA,10/5/1983,2004,6
Florian Mayer,m_2004_L_123,66,Quarterfinals,110,0,Wimbledon,87,FALSE,R,NA,NA,10/5/1983,2004,7
Florian Mayer,m_2004_L_27,66,1st Round,119,3,Wimbledon,121,TRUE,R,NA,NA,10/5/1983,2004,8
Florian Mayer,m_2004_L_84,66,2nd Round,145,3,Wimbledon,136,TRUE,R,NA,NA,10/5/1983,2004,9
Florian Mayer,m_2004_U_37,37,1st Round,106,3,US Open,94,TRUE,R,NA,NA,10/5/1983,2004,10
Florian Mayer,m_2004_U_73,37,2nd Round,96,1,US Open,82,FALSE,R,NA,NA,10/5/1983,2004,11
Florian Mayer,m_2005_A_59,38,1st Round,70,0,Australian Open,50,FALSE,R,NA,NA,10/5/1983,2005,12
Florian Mayer,m_2005_F_51,54,1st Round,100,0,French Open,76,FALSE,R,NA,NA,10/5/1983,2005,13
Florian Mayer,m_2005_L_102,57,3rd Round,109,1,Wimbledon,79,FALSE,R,NA,NA,10/5/1983,2005,14
Florian Mayer,m_2005_L_30,57,1st Round,103,3,Wimbledon,99,TRUE,R,NA,NA,10/5/1983,2005,15
Florian Mayer,m_2005_L_77,57,2nd Round,125,3,Wimbledon,117,TRUE,R,NA,NA,10/5/1983,2005,16
Florian Mayer,m_2005_U_15,66,1st Round,70,0,US Open,38,FALSE,R,NA,NA,10/5/1983,2005,17
Florian Mayer,m_2006_A_52,69,1st Round,138,3,Australian Open,120,TRUE,R,NA,NA,10/5/1983,2006,18
Florian Mayer,m_2006_A_87,69,2nd Round,72,0,Australian Open,56,FALSE,R,NA,NA,10/5/1983,2006,19
Florian Mayer,m_2006_F_16,78,1st Round,205,2,French Open,158,FALSE,R,NA,NA,10/5/1983,2006,20
Florian Mayer,m_2006_L_56,63,1st Round,80,3,Wimbledon,94,TRUE,R,NA,NA,10/5/1983,2006,21
Florian Mayer,m_2006_L_93,63,2nd Round,69,0,Wimbledon,50,FALSE,R,NA,NA,10/5/1983,2006,22
Florian Mayer,m_2006_U_25,58,1st Round,71,3,US Open,80,TRUE,R,NA,NA,10/5/1983,2006,23
Florian Mayer,m_2006_U_86,58,2nd Round,106,1,US Open,84,FALSE,R,NA,NA,10/5/1983,2006,24
Florian Mayer,m_2007_A_111,58,3rd Round,125,0,Australian Open,96,FALSE,R,NA,NA,10/5/1983,2007,25
Florian Mayer,m_2007_A_61,58,1st Round,139,3,Australian Open,133,TRUE,R,NA,NA,10/5/1983,2007,26
Florian Mayer,m_2007_A_92,58,2nd Round,146,3,Australian Open,131,TRUE,R,NA,NA,10/5/1983,2007,27
Florian Mayer,m_2007_F_52,37,1st Round,115,0,French Open,76,FALSE,R,NA,NA,10/5/1983,2007,28
Florian Mayer,m_2007_L_63,37,1st Round,84,3,Wimbledon,94,TRUE,R,NA,NA,10/5/1983,2007,29
Florian Mayer,m_2007_L_73,37,2nd Round,160,2,Wimbledon,151,FALSE,R,NA,NA,10/5/1983,2007,30
Florian Mayer,m_2007_U_45,51,1st Round,95,0,US Open,60,FALSE,R,NA,NA,10/5/1983,2007,31
Florian Mayer,m_2008_A_27,52,1st Round,124,0,Australian Open,108,FALSE,R,NA,NA,10/5/1983,2008,32
Florian Mayer,m_2009_A_2,450,1st Round,83,3,Australian Open,90,TRUE,R,NA,NA,10/5/1983,2009,33
Florian Mayer,m_2009_A_77,450,2nd Round,112,0,Australian Open,66,FALSE,R,NA,NA,10/5/1983,2009,34
Florian Mayer,m_2010_A_100,60,3rd Round,154,1,Australian Open,117,FALSE,R,NA,NA,10/5/1983,2010,35
Florian Mayer,m_2010_A_3,60,1st Round,154,3,Australian Open,123,TRUE,R,NA,NA,10/5/1983,2010,36
Florian Mayer,m_2010_A_74,60,2nd Round,164,3,Australian Open,129,TRUE,R,NA,NA,10/5/1983,2010,37
Florian Mayer,m_2010_L_100,59,3rd Round,96,0,Wimbledon,59,FALSE,R,1.31,1.45,10/5/1983,2010,38
Florian Mayer,m_2010_L_15,59,1st Round,121,3,Wimbledon,112,TRUE,R,5.84,7,10/5/1983,2010,39
Florian Mayer,m_2010_L_66,59,2nd Round,171,3,Wimbledon,137,TRUE,R,3.28,3.64,10/5/1983,2010,40
Florian Mayer,m_2010_U_43,46,1st Round,107,0,US Open,76,FALSE,R,1.31,1.37,10/5/1983,2010,41
Florian Mayer,m_2011_A_64,36,2nd Round,144,1,Australian Open,113,FALSE,R,1.44,1.5,10/5/1983,2011,42
Florian Mayer,m_2011_A_9,36,1st Round,185,3,Australian Open,148,TRUE,R,4.08,4.61,10/5/1983,2011,43
Florian Mayer,m_2011_F_48,19,1st Round,177,3,French Open,134,TRUE,R,1.08,1.11,10/5/1983,2011,44
Florian Mayer,m_2011_F_80,19,2nd Round,178,1,French Open,126,FALSE,R,1.17,1.2,10/5/1983,2011,45
Florian Mayer,m_2011_L_37,18,1st Round,173,3,Wimbledon,144,TRUE,R,1.05,1.08,10/5/1983,2011,46
Florian Mayer,m_2011_L_85,18,2nd Round,95,1,Wimbledon,82,FALSE,R,2.26,2.47,10/5/1983,2011,47
Florian Mayer,m_2011_U_106,27,3rd Round,107,0,US Open,73,FALSE,R,5.72,6.7,10/5/1983,2011,48
Florian Mayer,m_2011_U_39,27,1st Round,76,3,US Open,82,TRUE,R,1.36,1.4,10/5/1983,2011,49
Florian Mayer,m_2011_U_94,27,2nd Round,111,3,US Open,98,TRUE,R,1.11,1.14,10/5/1983,2011,50
Florian Mayer,m_2012_F_43,35,1st Round,103,3,French Open,93,TRUE,R,1.27,1.3,10/5/1983,2012,51
Florian Mayer,m_2012_F_88,35,2nd Round,150,1,French Open,115,FALSE,R,1.32,1.36,10/5/1983,2012,52
Florian Mayer,m_2012_L_100,29,3rd Round,195,3,Wimbledon,159,TRUE,R,1.43,1.46,10/5/1983,2012,53
Florian Mayer,m_2012_L_116,29,4th Round,112,3,Wimbledon,106,TRUE,R,4.37,5.14,10/5/1983,2012,54
Florian Mayer,m_2012_L_120,29,Quarterfinals,105,0,Wimbledon,67,FALSE,R,13.65,21,10/5/1983,2012,55
Florian Mayer,m_2012_L_21,29,1st Round,113,3,Wimbledon,105,TRUE,R,1.42,1.45,10/5/1983,2012,56
Florian Mayer,m_2012_L_65,29,2nd Round,161,3,Wimbledon,150,TRUE,R,1.62,1.78,10/5/1983,2012,57
Florian Mayer,m_2012_U_6,23,1st Round,84,0,US Open,54,FALSE,R,1.16,1.18,10/5/1983,2012,58
Florian Mayer,m_2013_A_34,28,1st Round,202,3,Australian Open,150,TRUE,R,1.16,1.2,10/5/1983,2013,59
Florian Mayer,m_2013_A_80,28,2nd Round,77,0,Australian Open,54,FALSE,R,1.95,2.18,10/5/1983,2013,60
Florian Mayer,m_2013_F_54,30,1st Round,109,1,French Open,87,FALSE,R,1.57,1.65,10/5/1983,2013,61
Florian Mayer,m_2013_L_48,34,1st Round,116,0,Wimbledon,86,FALSE,R,19.77,36,10/5/1983,2013,62
Florian Mayer,m_2013_U_106,47,3rd Round,119,0,US Open,73,FALSE,R,13.72,20.5,10/5/1983,2013,63
Florian Mayer,m_2013_U_42,47,1st Round,84,2,US Open,77,TRUE,R,2.15,2.35,10/5/1983,2013,64
Florian Mayer,m_2013_U_90,47,2nd Round,143,3,US Open,126,TRUE,R,1.56,1.62,10/5/1983,2013,65
Florian Mayer,m_2014_A_112,37,4th Round,175,1,Australian Open,118,FALSE,R,3.99,4.5,10/5/1983,2014,66
Florian Mayer,m_2014_A_66,37,2nd Round,186,3,Australian Open,136,TRUE,R,2.36,2.6,10/5/1983,2014,67
Florian Mayer,m_2014_A_9,37,1st Round,105,3,Australian Open,101,TRUE,R,1.31,1.36,10/5/1983,2014,68
Florian Mayer,m_2014_A_97,37,3rd Round,98,3,Australian Open,98,TRUE,R,1.56,1.71,10/5/1983,2014,69
Florian Mayer,m_2015_F_0,527,1st Round,93,0,French Open,60,FALSE,R,6.12,7.54,10/5/1983,2015,70
Florian Mayer,m_2015_L_12,294,1st Round,0,0,Wimbledon,69,FALSE,R,1.35,1.41,10/5/1983,2015,71
Florian Mayer,m_2015_U_15,216,1st Round,0,1,US Open,106,FALSE,R,3.9,4.2,10/5/1983,2015,72
Florian Mayer,m_2016_F_30,236,1st Round,131,1,French Open,100,FALSE,R,2.23,2.34,10/5/1983,2016,73
Florian Mayer,m_2016_L_53,80,1st Round,96,0,Wimbledon,83,FALSE,R,3.24,3.56,10/5/1983,2016,74
Florian Mayer,m_2016_U_51,58,1st Round,123,0,US Open,89,FALSE,R,1.33,1.4,10/5/1983,2016,75
Florian Mayer,m_2017_A_43,49,1st Round,124,0,Australian Open,79,FALSE,R,11.02,15.95,10/5/1983,2017,76
Florian Mayer,m_2017_F_5,44,1st Round,96,0,French Open,73,FALSE,R,7.84,9.35,10/5/1983,2017,77
Florian Mayer,m_2017_L_21,114,1st Round,17,1,Wimbledon,28,TRUE,R,1.55,1.61,10/5/1983,2017,78
Florian Mayer,m_2017_L_72,114,2nd Round,132,0,Wimbledon,92,FALSE,R,7.66,10.75,10/5/1983,2017,79
Florian Mayer,m_2017_U_0,74,1st Round,156,3,US Open,128,TRUE,R,1.51,1.57,10/5/1983,2017,80
Florian Mayer,m_2017_U_78,74,2nd Round,100,0,US Open,61,FALSE,R,7.34,9,10/5/1983,2017,81
Florian Mayer,m_2018_A_47,68,1st Round,116,0,Australian Open,95,FALSE,R,2.28,2.39,10/5/1983,2018,82
Florian Mayer,m_2018_F_58,90,1st Round,111,0,French Open,72,FALSE,R,3.01,3.22,10/5/1983,2018,83
Florian Mayer,m_2018_L_37,91,1st Round,163,1,Wimbledon,132,FALSE,R,2.77,3,10/5/1983,2018,84
Florian Mayer,m_2018_U_19,193,1st Round,146,1,US Open,97,FALSE,R,13.48,18.56,10/5/1983,2018,85
Frances Tiafoe,m_2015_F_21,287,1st Round,100,0,French Open,63,FALSE,R,4.79,5.63,1/20/1998,2015,1
Frances Tiafoe,m_2015_U_56,257,1st Round,0,0,US Open,88,FALSE,R,3.18,3.6,1/20/1998,2015,2
Frances Tiafoe,m_2016_U_12,125,1st Round,207,2,US Open,149,FALSE,R,8.03,9.75,1/20/1998,2016,3
Frances Tiafoe,m_2017_A_41,108,1st Round,157,3,Australian Open,124,TRUE,R,1.54,1.57,1/20/1998,2017,4
Frances Tiafoe,m_2017_A_92,108,2nd Round,116,0,Australian Open,82,FALSE,R,4.8,5.54,1/20/1998,2017,5
Frances Tiafoe,m_2017_F_40,68,1st Round,165,2,French Open,125,FALSE,R,3.2,3.5,1/20/1998,2017,6
Frances Tiafoe,m_2017_L_56,64,1st Round,147,3,Wimbledon,132,TRUE,R,2.65,2.95,1/20/1998,2017,7
Frances Tiafoe,m_2017_L_93,64,2nd Round,93,0,Wimbledon,72,FALSE,R,7.93,9.5,1/20/1998,2017,8
Frances Tiafoe,m_2017_U_33,70,1st Round,157,2,US Open,121,FALSE,R,13.18,19,1/20/1998,2017,9
Frances Tiafoe,m_2018_A_63,81,1st Round,134,0,Australian Open,78,FALSE,R,6.19,7.4,1/20/1998,2018,10
Frances Tiafoe,m_2018_F_36,58,1st Round,110,0,French Open,77,FALSE,R,1.72,1.77,1/20/1998,2018,11
Frances Tiafoe,m_2018_L_109,52,3rd Round,177,2,Wimbledon,138,FALSE,R,2.35,2.5,1/20/1998,2018,12
Frances Tiafoe,m_2018_L_46,52,1st Round,161,3,Wimbledon,140,TRUE,R,2.16,2.23,1/20/1998,2018,13
Frances Tiafoe,m_2018_L_74,52,2nd Round,137,3,Wimbledon,117,TRUE,R,1.97,2.05,1/20/1998,2018,14
Frances Tiafoe,m_2018_U_58,44,1st Round,157,3,US Open,124,TRUE,R,1.54,1.57,1/20/1998,2018,15
Frances Tiafoe,m_2018_U_91,44,2nd Round,159,1,US Open,96,FALSE,R,1.81,1.95,1/20/1998,2018,16
Frances Tiafoe,m_2019_A_112,39,4th Round,219,3,Australian Open,166,TRUE,R,3.02,3.23,1/20/1998,2019,17
Frances Tiafoe,m_2019_A_121,39,Quarterfinals,107,0,Australian Open,61,FALSE,R,11.47,15,1/20/1998,2019,18
Frances Tiafoe,m_2019_A_70,39,2nd Round,179,3,Australian Open,130,TRUE,R,4.98,5.59,1/20/1998,2019,19
Frances Tiafoe,m_2019_A_9,39,1st Round,112,3,Australian Open,99,TRUE,R,1.3,1.36,1/20/1998,2019,20
Frances Tiafoe,m_2019_A_99,39,3rd Round,197,3,Australian Open,148,TRUE,R,2.03,2.18,1/20/1998,2019,21
Frances Tiafoe,m_2019_F_21,34,1st Round,173,2,French Open,120,FALSE,R,2.82,3.14,1/20/1998,2019,22
Frances Tiafoe,m_2019_L_55,38,1st Round,203,2,Wimbledon,153,FALSE,R,2.07,2.2,1/20/1998,2019,23
Frances Tiafoe,m_2019_U_57,45,1st Round,64,2,US Open,67,TRUE,R,1.26,1.39,1/20/1998,2019,24
Frances Tiafoe,m_2019_U_74,45,2nd Round,189,2,US Open,138,FALSE,R,2.55,2.75,1/20/1998,2019,25
Francisco Clavet,m_2000_A_6,39,1st Round,134,3,Australian Open,125,TRUE,L,NA,NA,10/24/1968,2000,1
Francisco Clavet,m_2000_A_75,39,2nd Round,96,3,Australian Open,94,TRUE,L,NA,NA,10/24/1968,2000,2
Francisco Clavet,m_2000_A_99,39,3rd Round,147,1,Australian Open,116,FALSE,L,NA,NA,10/24/1968,2000,3
Francisco Clavet,m_2000_F_89,49,2nd Round,120,0,French Open,68,FALSE,L,NA,NA,10/24/1968,2000,4
Francisco Clavet,m_2000_F_9,49,1st Round,123,3,French Open,100,TRUE,L,NA,NA,10/24/1968,2000,5
Francisco Clavet,m_2000_L_6,42,1st Round,100,3,Wimbledon,99,TRUE,L,NA,NA,10/24/1968,2000,6
Francisco Clavet,m_2000_L_70,42,2nd Round,134,0,Wimbledon,116,FALSE,L,NA,NA,10/24/1968,2000,7
Francisco Clavet,m_2000_U_14,46,1st Round,125,0,US Open,82,FALSE,L,NA,NA,10/24/1968,2000,8
Francisco Clavet,m_2001_A_75,40,2nd Round,102,0,Australian Open,74,FALSE,L,NA,NA,10/24/1968,2001,9
Francisco Clavet,m_2001_A_8,40,1st Round,81,3,Australian Open,86,TRUE,L,NA,NA,10/24/1968,2001,10
Francisco Clavet,m_2001_F_11,51,1st Round,173,1,French Open,105,FALSE,L,NA,NA,10/24/1968,2001,11
Francisco Clavet,m_2001_L_51,56,1st Round,122,0,Wimbledon,89,FALSE,L,NA,NA,10/24/1968,2001,12
Francisco Clavet,m_2001_U_34,69,1st Round,203,0,US Open,111,FALSE,L,NA,NA,10/24/1968,2001,13
Francisco Clavet,m_2002_A_10,61,1st Round,94,3,Australian Open,99,TRUE,L,NA,NA,10/24/1968,2002,14
Francisco Clavet,m_2002_A_107,61,3rd Round,110,0,Australian Open,72,FALSE,L,NA,NA,10/24/1968,2002,15
Francisco Clavet,m_2002_A_66,61,2nd Round,205,3,Australian Open,160,TRUE,L,NA,NA,10/24/1968,2002,16
Francisco Clavet,m_2002_F_21,77,1st Round,213,1,French Open,142,FALSE,L,NA,NA,10/24/1968,2002,17
Francisco Clavet,m_2002_L_36,78,1st Round,127,0,Wimbledon,89,FALSE,L,NA,NA,10/24/1968,2002,18
Francisco Clavet,m_2002_U_4,84,1st Round,198,1,US Open,150,FALSE,L,NA,NA,10/24/1968,2002,19
Francisco Clavet,m_2003_A_8,118,1st Round,129,0,Australian Open,74,FALSE,L,NA,NA,10/24/1968,2003,20
Franco Ferreiro,m_2009_F_29,185,1st Round,258,2,French Open,174,FALSE,R,NA,NA,7/1/1984,2009,1
Franco Skugor,m_2016_L_39,194,1st Round,233,2,Wimbledon,194,FALSE,R,2.93,3.1,9/20/1987,2016,1
Franco Squillari,m_2000_A_103,48,3rd Round,131,0,Australian Open,90,FALSE,L,NA,NA,8/22/1975,2000,1
Franco Squillari,m_2000_A_63,48,1st Round,92,3,Australian Open,99,TRUE,L,NA,NA,8/22/1975,2000,2
Franco Squillari,m_2000_A_86,48,2nd Round,178,3,Australian Open,136,TRUE,L,NA,NA,8/22/1975,2000,3
Franco Squillari,m_2000_F_110,45,3rd Round,167,3,French Open,139,TRUE,L,NA,NA,8/22/1975,2000,4
Franco Squillari,m_2000_F_119,45,4th Round,96,3,French Open,98,TRUE,L,NA,NA,8/22/1975,2000,5
Franco Squillari,m_2000_F_123,45,Quarterfinals,184,3,French Open,133,TRUE,L,NA,NA,8/22/1975,2000,6
Franco Squillari,m_2000_F_125,45,Semifinals,117,0,French Open,67,FALSE,L,NA,NA,8/22/1975,2000,7
Franco Squillari,m_2000_F_56,45,1st Round,117,3,French Open,104,TRUE,L,NA,NA,8/22/1975,2000,8
Franco Squillari,m_2000_F_93,45,2nd Round,199,3,French Open,160,TRUE,L,NA,NA,8/22/1975,2000,9
Franco Squillari,m_2000_L_52,19,1st Round,113,0,Wimbledon,99,FALSE,L,NA,NA,8/22/1975,2000,10
Franco Squillari,m_2000_U_60,13,1st Round,122,3,US Open,115,TRUE,L,NA,NA,8/22/1975,2000,11
Franco Squillari,m_2000_U_83,13,2nd Round,130,0,US Open,100,FALSE,L,NA,NA,8/22/1975,2000,12
Franco Squillari,m_2001_A_57,14,1st Round,113,3,Australian Open,107,TRUE,L,NA,NA,8/22/1975,2001,13
Franco Squillari,m_2001_A_82,14,2nd Round,152,1,Australian Open,115,FALSE,L,NA,NA,8/22/1975,2001,14
Franco Squillari,m_2001_F_111,16,3rd Round,149,3,French Open,126,TRUE,L,NA,NA,8/22/1975,2001,15
Franco Squillari,m_2001_F_112,16,4th Round,179,2,French Open,137,FALSE,L,NA,NA,8/22/1975,2001,16
Franco Squillari,m_2001_F_60,16,1st Round,96,3,French Open,86,TRUE,L,NA,NA,8/22/1975,2001,17
Franco Squillari,m_2001_F_94,16,2nd Round,126,3,French Open,110,TRUE,L,NA,NA,8/22/1975,2001,18
Franco Squillari,m_2001_L_60,24,1st Round,145,1,Wimbledon,139,FALSE,L,NA,NA,8/22/1975,2001,19
Franco Squillari,m_2002_A_45,53,1st Round,144,1,Australian Open,112,FALSE,L,NA,NA,8/22/1975,2002,20
Franco Squillari,m_2002_F_26,75,1st Round,140,0,French Open,92,FALSE,L,NA,NA,8/22/1975,2002,21
Franco Squillari,m_2002_L_26,111,1st Round,110,0,Wimbledon,87,FALSE,L,NA,NA,8/22/1975,2002,22
Franco Squillari,m_2003_A_17,79,1st Round,156,1,Australian Open,113,FALSE,L,NA,NA,8/22/1975,2003,23
Franco Squillari,m_2003_F_61,89,1st Round,139,3,French Open,114,TRUE,L,NA,NA,8/22/1975,2003,24
Franco Squillari,m_2003_F_94,89,2nd Round,184,1,French Open,108,FALSE,L,NA,NA,8/22/1975,2003,25
Franco Squillari,m_2003_L_15,86,1st Round,148,2,Wimbledon,148,FALSE,L,NA,NA,8/22/1975,2003,26
Franco Squillari,m_2003_U_34,97,1st Round,51,0,US Open,24,FALSE,L,NA,NA,8/22/1975,2003,27
Frank Dancevic,m_2006_L_22,125,1st Round,113,0,Wimbledon,90,FALSE,R,NA,NA,9/26/1984,2006,1
Frank Dancevic,m_2007_A_57,88,1st Round,113,3,Australian Open,108,TRUE,R,NA,NA,9/26/1984,2007,2
Frank Dancevic,m_2007_A_88,88,2nd Round,168,1,Australian Open,112,FALSE,R,NA,NA,9/26/1984,2007,3
Frank Dancevic,m_2007_L_48,113,1st Round,77,3,Wimbledon,91,TRUE,R,NA,NA,9/26/1984,2007,4
Frank Dancevic,m_2007_L_91,113,2nd Round,147,1,Wimbledon,113,FALSE,R,NA,NA,9/26/1984,2007,5
Frank Dancevic,m_2007_U_48,69,1st Round,144,0,US Open,107,FALSE,R,NA,NA,9/26/1984,2007,6
Frank Dancevic,m_2008_A_7,74,1st Round,131,2,Australian Open,115,FALSE,R,NA,NA,9/26/1984,2008,7
Frank Dancevic,m_2008_F_0,111,1st Round,201,1,French Open,156,FALSE,R,NA,NA,9/26/1984,2008,8
Frank Dancevic,m_2008_L_31,95,1st Round,96,3,Wimbledon,87,TRUE,R,NA,NA,9/26/1984,2008,9
Frank Dancevic,m_2008_L_66,95,2nd Round,146,1,Wimbledon,117,FALSE,R,NA,NA,9/26/1984,2008,10
Frank Dancevic,m_2008_U_51,146,1st Round,104,0,US Open,87,FALSE,R,NA,NA,9/26/1984,2008,11
Frank Dancevic,m_2009_A_62,131,1st Round,114,0,Australian Open,88,FALSE,R,NA,NA,9/26/1984,2009,12
Frank Dancevic,m_2009_L_26,92,1st Round,100,0,Wimbledon,77,FALSE,R,NA,NA,9/26/1984,2009,13
Frank Dancevic,m_2011_A_24,267,1st Round,121,0,Australian Open,77,FALSE,R,4.73,5.98,9/26/1984,2011,14
Frank Dancevic,m_2011_F_33,174,1st Round,147,1,French Open,97,FALSE,R,2.06,2.18,9/26/1984,2011,15
Frank Dancevic,m_2011_L_45,164,1st Round,168,2,Wimbledon,152,FALSE,R,1.17,1.2,9/26/1984,2011,16
Frank Dancevic,m_2011_U_34,179,1st Round,76,0,US Open,43,FALSE,R,2.14,2.31,9/26/1984,2011,17
Frank Dancevic,m_2012_F_14,120,1st Round,17,0,French Open,6,FALSE,R,4.84,6,9/26/1984,2012,18
Frank Dancevic,m_2013_U_14,152,1st Round,194,3,US Open,154,TRUE,R,2.5,2.75,9/26/1984,2013,19
Frank Dancevic,m_2013_U_75,152,2nd Round,100,0,US Open,65,FALSE,R,3.53,4.4,9/26/1984,2013,20
Frank Dancevic,m_2014_A_47,122,1st Round,132,0,Australian Open,97,FALSE,R,3.01,3.45,9/26/1984,2014,21
Frank Dancevic,m_2014_L_44,107,1st Round,113,3,Wimbledon,108,TRUE,R,3.19,3.44,9/26/1984,2014,22
Frank Dancevic,m_2014_L_82,107,2nd Round,89,0,Wimbledon,66,FALSE,R,1.65,1.77,9/26/1984,2014,23
Frank Dancevic,m_2014_U_58,135,1st Round,212,2,US Open,172,FALSE,R,2.69,3,9/26/1984,2014,24
Frederic Niemeyer,m_2003_L_57,308,1st Round,159,3,Wimbledon,145,TRUE,R,NA,NA,4/24/1976,2003,1
Frederic Niemeyer,m_2003_L_87,308,2nd Round,194,2,Wimbledon,165,FALSE,R,NA,NA,4/24/1976,2003,2
Frederico Gil,m_2008_F_1,134,1st Round,107,0,French Open,74,FALSE,R,NA,NA,3/24/1985,2008,1
Frederico Gil,m_2008_L_44,110,1st Round,180,2,Wimbledon,158,FALSE,R,NA,NA,3/24/1985,2008,2
Frederico Gil,m_2008_U_33,90,1st Round,129,1,US Open,100,FALSE,R,NA,NA,3/24/1985,2008,3
Frederico Gil,m_2009_F_12,66,1st Round,127,0,French Open,75,FALSE,R,NA,NA,3/24/1985,2009,4
Frederico Gil,m_2009_L_39,83,1st Round,125,1,Wimbledon,89,FALSE,R,NA,NA,3/24/1985,2009,5
Frederico Gil,m_2009_U_12,106,1st Round,146,0,US Open,85,FALSE,R,NA,NA,3/24/1985,2009,6
Frederico Gil,m_2010_A_45,68,1st Round,61,0,Australian Open,21,FALSE,R,NA,NA,3/24/1985,2010,7
Frederico Gil,m_2010_L_61,89,1st Round,93,0,Wimbledon,60,FALSE,R,3.12,3.62,3/24/1985,2010,8
Frederico Gil,m_2010_U_63,87,1st Round,117,0,US Open,81,FALSE,R,4.43,5,3/24/1985,2010,9
Frederico Gil,m_2011_A_4,91,1st Round,264,3,Australian Open,198,TRUE,R,3.04,3.5,3/24/1985,2011,10
Frederico Gil,m_2011_A_78,91,2nd Round,149,1,Australian Open,108,FALSE,R,8.31,12,3/24/1985,2011,11
Frederico Gil,m_2011_F_40,78,1st Round,144,0,French Open,94,FALSE,R,1.82,1.92,3/24/1985,2011,12
Frederico Gil,m_2011_L_16,91,1st Round,112,0,Wimbledon,78,FALSE,R,5.07,5.92,3/24/1985,2011,13
Frederico Gil,m_2011_U_0,106,1st Round,118,0,US Open,87,FALSE,R,6.19,8,3/24/1985,2011,14
Frederico Gil,m_2012_A_104,107,3rd Round,91,0,Australian Open,53,FALSE,R,15.07,26,3/24/1985,2012,15
Frederico Gil,m_2012_A_55,107,1st Round,121,2,Australian Open,94,TRUE,R,3.6,4,3/24/1985,2012,16
Frederico Gil,m_2012_A_86,107,2nd Round,168,3,Australian Open,124,TRUE,R,3.56,4.05,3/24/1985,2012,17
Frederik Nielsen,m_2012_A_6,240,1st Round,113,0,Australian Open,67,FALSE,R,3.75,4.3,8/27/1983,2012,1
Fredrik Jonsson,m_2000_A_31,123,1st Round,189,3,Australian Open,169,TRUE,R,NA,NA,3/28/1977,2000,1
Fredrik Jonsson,m_2000_A_85,123,2nd Round,107,0,Australian Open,93,FALSE,R,NA,NA,3/28/1977,2000,2
Fredrik Jonsson,m_2000_L_36,118,1st Round,116,0,Wimbledon,89,FALSE,R,NA,NA,3/28/1977,2000,3
Fredrik Jonsson,m_2001_L_24,197,1st Round,97,0,Wimbledon,77,FALSE,R,NA,NA,3/28/1977,2001,4
Gael Monfils,m_2005_A_23,219,1st Round,135,3,Australian Open,125,TRUE,R,NA,NA,9/1/1986,2005,1
Gael Monfils,m_2005_A_69,219,2nd Round,111,0,Australian Open,72,FALSE,R,NA,NA,9/1/1986,2005,2
Gael Monfils,m_2005_F_56,79,1st Round,101,0,French Open,48,FALSE,R,NA,NA,9/1/1986,2005,3
Gael Monfils,m_2005_L_100,83,3rd Round,81,0,Wimbledon,51,FALSE,R,NA,NA,9/1/1986,2005,4
Gael Monfils,m_2005_L_22,83,1st Round,171,3,Wimbledon,141,TRUE,R,NA,NA,9/1/1986,2005,5
Gael Monfils,m_2005_L_79,83,2nd Round,137,3,Wimbledon,126,TRUE,R,NA,NA,9/1/1986,2005,6
Gael Monfils,m_2005_U_27,43,1st Round,237,2,US Open,175,FALSE,R,NA,NA,9/1/1986,2005,7
Gael Monfils,m_2006_A_34,27,1st Round,114,0,Australian Open,72,FALSE,R,NA,NA,9/1/1986,2006,8
Gael Monfils,m_2006_F_111,28,3rd Round,201,3,French Open,182,TRUE,R,NA,NA,9/1/1986,2006,9
